field_1,Site,Sample_ID,Date_ddPCR,Sample.type,State,Well,Lab_ID,Target,Concentrat,Status,Experiment,Supermix,DyeName.s.,Accepted_D,Positives.,Negatives.,Concentr_1,Accepted_1,Positive_1,Negative_1,Concentr_2,Accepted_2,Positive_2,Negative_2,freq,Infected,Bd.load_co,Comments.x,GPS,Collection,DOY,Time,Hg_mean,Coloration,Size,Frog_posit,Sex,Male,Weight,SVL,leaf_litte,ground_veg,small_trun,large_trun,fallen_tre,woody,phyto,Type_phyto,Microhab_t,Ambient_te,canopy_ID,canopy_cov,Comments.y,DateTimeS,Elevation,DateTime,Lon,Lat,dist_to_ph,dist_to_tr,coords.x1,coords.x2,distance.y,dist_km,min_spent,hrs_spent,frogs_obse,ind_obs,ind_per_km,Area_m,Area_ha,HFI,scaled_SMI.rob,DNA_ng.ml
379,Nouragues,23-Dt-237,01/08/2023,Frog swab,Wild,H10,DT254,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,20132,0,20132,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,906,20/03/2023,79,09:45,1.08,hybrid,Intermediate,Under fallen log,Male,1,3.08,3.36,85,30,4,1,1,25,FALSE,NA,24.3,25.2,IMG_5570,93.54,"Not clipped, interacting with 23-Dt-238",48:19.0,157.7461,3/20/2023 12:48,-52.673891,4.047239,7.780882869,7.132046454,980650.5484,448631.5342,25917,26,2243,37.38333333,77,69,2.47,95055,10,1.047136903,1.050642968,too low
380,Nouragues,23-Dt-237,01/08/2023,Frog swab,Wild,H10,DT254,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20132,0,20132,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,906,20/03/2023,79,09:45,1.08,hybrid,Intermediate,Under fallen log,Male,1,3.08,3.36,85,30,4,1,1,25,FALSE,NA,24.3,25.2,IMG_5570,93.54,"Not clipped, interacting with 23-Dt-238",48:19.0,157.7461,3/20/2023 12:48,-52.673891,4.047239,7.780882869,7.132046454,980650.5484,448631.5342,25917,26,2243,37.38333333,77,69,2.47,95055,10,1.047136903,1.050642968,too low
381,Nouragues,23-Dt-238,01/08/2023,Frog swab,Wild,G04,DT205,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,19397,0,19397,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,906,20/03/2023,79,09:45,1.08,hybrid,Intermediate,Under fallen log,Male,1,3.08,3.82,85,30,4,1,1,25,FALSE,NA,24.3,25.2,IMG_5570,93.54,"Not clipped, interacting with 23-Dt-237",48:19.0,157.7461,3/20/2023 12:48,-52.673891,4.047239,7.780882869,7.132046454,980650.5484,448631.5342,25917,26,2243,37.38333333,77,69,2.47,95055,10,1.047136903,-1.688046156,10.92
382,Nouragues,23-Dt-238,01/08/2023,Frog swab,Wild,G04,DT205,Bd,5.593276978,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19397,92,19305,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,5.593276978,,906,20/03/2023,79,09:45,1.08,hybrid,Intermediate,Under fallen log,Male,1,3.08,3.82,85,30,4,1,1,25,FALSE,NA,24.3,25.2,IMG_5570,93.54,"Not clipped, interacting with 23-Dt-237",48:19.0,157.7461,3/20/2023 12:48,-52.673891,4.047239,7.780882869,7.132046454,980650.5484,448631.5342,25917,26,2243,37.38333333,77,69,2.47,95055,10,1.047136903,-1.688046156,10.92
383,Nouragues,23-Dt-239,01/08/2023,Frog swab,Wild,H04,DT206,RAG1,0.238417372,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,19740,4,19736,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,908,20/03/2023,79,10:55,1.08,hybrid,Intermediate,Inside phytotelmata,Male,1,3.68,3.91,95,13,6,1,0,10,TRUE,Tree trunk hole (alive),23.7,25.6,IMG_5578,95.45,PP22,57:02.0,148.9231,3/20/2023 13:57,-52.673628,4.047047,4.719262063,1.198231919,980679.938,448610.4073,25917,26,2243,37.38333333,77,69,2.47,95055,10,1.047136903,-0.868298609,11.66
384,Nouragues,23-Dt-239,01/08/2023,Frog swab,Wild,H04,DT206,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19740,0,19740,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,908,20/03/2023,79,10:55,1.08,hybrid,Intermediate,Inside phytotelmata,Male,1,3.68,3.91,95,13,6,1,0,10,TRUE,Tree trunk hole (alive),23.7,25.6,IMG_5578,95.45,PP22,57:02.0,148.9231,3/20/2023 13:57,-52.673628,4.047047,4.719262063,1.198231919,980679.938,448610.4073,25917,26,2243,37.38333333,77,69,2.47,95055,10,1.047136903,-0.868298609,11.66
385,Nouragues,23-Dt-240,01/08/2023,Frog swab,Wild,A05,DT207,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19953,0,19953,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,911,20/03/2023,79,11:13,1.08,hybrid,Intermediate,Inside phytotelmata,Female,0,4.69,3.9,100,10,5,2,0,5,TRUE,Tree root hole (PP23),24.1,25.4,IMG_5586,94.94,not clipped & milky right eye & interacting with 23-Dt-241,24:35.0,152.6265,3/20/2023 14:24,-52.673571,4.047171,1.026091266,14.29413674,980686.2096,448624.1866,25917,26,2243,37.38333333,77,69,2.47,95055,10,1.047136903,1.257232758,12.22
386,Nouragues,23-Dt-240,01/08/2023,Frog swab,Wild,A05,DT207,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,19953,0,19953,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,911,20/03/2023,79,11:13,1.08,hybrid,Intermediate,Inside phytotelmata,Female,0,4.69,3.9,100,10,5,2,0,5,TRUE,Tree root hole (PP23),24.1,25.4,IMG_5586,94.94,not clipped & milky right eye & interacting with 23-Dt-241,24:35.0,152.6265,3/20/2023 14:24,-52.673571,4.047171,1.026091266,14.29413674,980686.2096,448624.1866,25917,26,2243,37.38333333,77,69,2.47,95055,10,1.047136903,1.257232758,12.22
387,Nouragues,23-Dt-241,27/07/2023,Frog swab,Wild,D12,DT173,RAG1,0.448997855,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,18345,7,18338,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,911,20/03/2023,79,11:13,1.08,hybrid,Intermediate,Inside phytotelmata,Male,1,3.32,3.76,100,10,5,2,0,5,TRUE,Tree root hole (PP23),24.1,25.4,IMG_5586,94.94,not clipped & interacting with 23-Dt-240,24:35.0,152.6265,3/20/2023 14:24,-52.673571,4.047171,1.026091266,14.29413674,980686.2096,448624.1866,25917,26,2243,37.38333333,77,69,2.47,95055,10,1.047136903,-0.855284951,4.86
388,Nouragues,23-Dt-241,27/07/2023,Frog swab,Wild,D12,DT173,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18345,0,18345,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,911,20/03/2023,79,11:13,1.08,hybrid,Intermediate,Inside phytotelmata,Male,1,3.32,3.76,100,10,5,2,0,5,TRUE,Tree root hole (PP23),24.1,25.4,IMG_5586,94.94,not clipped & interacting with 23-Dt-240,24:35.0,152.6265,3/20/2023 14:24,-52.673571,4.047171,1.026091266,14.29413674,980686.2096,448624.1866,25917,26,2243,37.38333333,77,69,2.47,95055,10,1.047136903,-0.855284951,4.86
389,Nouragues,23-Dt-242,27/07/2023,Frog swab,Wild,E12,DT174,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17627,0,17627,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,913,20/03/2023,79,12:00,1.08,hybrid,Intermediate,Inside fallen hollow log,Female,0,5.6,4.32,100,30,1,2,1,3,FALSE,NA,24.4,25.2,IMG_5593,96.66,Not clipped,05:24.0,163.2077,3/20/2023 15:05,-52.674142,4.04706,28.15417698,40.45462809,980622.7142,448611.5428,25917,26,2243,37.38333333,77,69,2.47,95055,10,1.047136903,0.372527126,4.7
390,Nouragues,23-Dt-242,27/07/2023,Frog swab,Wild,E12,DT174,RAG1,0.066744424,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,17627,1,17626,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,913,20/03/2023,79,12:00,1.08,hybrid,Intermediate,Inside fallen hollow log,Female,0,5.6,4.32,100,30,1,2,1,3,FALSE,NA,24.4,25.2,IMG_5593,96.66,Not clipped,05:24.0,163.2077,3/20/2023 15:05,-52.674142,4.04706,28.15417698,40.45462809,980622.7142,448611.5428,25917,26,2243,37.38333333,77,69,2.47,95055,10,1.047136903,0.372527126,4.7
391,Nouragues,23-Dt-243,01/08/2023,Frog swab,Wild,A01,DT175,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17341,0,17341,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,915,20/03/2023,79,12:40,1.08,hybrid,Intermediate,"Leaf litter, under palm leaf",Male,1,3.93,4.08,100,3,4,0,0,15,FALSE,NA,25.5,26.9,IMG_5601,95.42,Clipped,47:15.0,164.7744,3/20/2023 15:47,-52.675499,4.04681,94.57398414,69.82067148,980471.8072,448583.024,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,-1.221185567,4.3
392,Nouragues,23-Dt-243,01/08/2023,Frog swab,Wild,A01,DT175,RAG1,2.852874756,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,17341,42,17299,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,915,20/03/2023,79,12:40,1.08,hybrid,Intermediate,"Leaf litter, under palm leaf",Male,1,3.93,4.08,100,3,4,0,0,15,FALSE,NA,25.5,26.9,IMG_5601,95.42,Clipped,47:15.0,164.7744,3/20/2023 15:47,-52.675499,4.04681,94.57398414,69.82067148,980471.8072,448583.024,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,-1.221185567,4.3
393,Nouragues,23-Dt-244,17/05/2023,Frog swab,Wild,C07,DT50,RAG1,0.306141347,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,19217,5,19212,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,916,20/03/2023,79,12:50,1.08,hybrid,Intermediate,Under fallen log,Male,1,3.5,4.18,100,30,2,0,1,10,FALSE,NA,26,26.9,IMG_5604,94.21,Not clipped,53:10.0,165.9355,3/20/2023 15:53,-52.675741,4.046749,91.97921509,84.68824742,980444.905,448576.1183,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,-2.403353794,4.08
394,Nouragues,23-Dt-244,17/05/2023,Frog swab,Wild,C07,DT50,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19217,0,19217,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,916,20/03/2023,79,12:50,1.08,hybrid,Intermediate,Under fallen log,Male,1,3.5,4.18,100,30,2,0,1,10,FALSE,NA,26,26.9,IMG_5604,94.21,Not clipped,53:10.0,165.9355,3/20/2023 15:53,-52.675741,4.046749,91.97921509,84.68824742,980444.905,448576.1183,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,-2.403353794,4.08
395,Nouragues,23-Dt-245,17/05/2023,Frog swab,Wild,D01,DT51,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19495,0,19495,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,917,20/03/2023,79,13:35,1.08,hybrid,Intermediate,Inside fallen hollow log,Male,1,3.45,3.57,95,10,3,1,1,20,FALSE,NA,25,26.7,IMG_5609,96.68,Not clipped,42:29.0,169.5284,3/20/2023 16:42,-52.677256,4.046395,97.73958019,21.69808881,980276.4719,448535.9777,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,0.601924826,7.78
396,Nouragues,23-Dt-245,17/05/2023,Frog swab,Wild,D01,DT51,RAG1,6.77838707,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,19495,112,19383,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,917,20/03/2023,79,13:35,1.08,hybrid,Intermediate,Inside fallen hollow log,Male,1,3.45,3.57,95,10,3,1,1,20,FALSE,NA,25,26.7,IMG_5609,96.68,Not clipped,42:29.0,169.5284,3/20/2023 16:42,-52.677256,4.046395,97.73958019,21.69808881,980276.4719,448535.9777,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,0.601924826,7.78
397,Nouragues,23-Dt-246,17/05/2023,Frog swab,Wild,D02,DT52,RAG1,1.019582391,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,18470,16,18454,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,919,20/03/2023,79,14:00,1.08,hybrid,Intermediate,On dead wood,Female,0,6.22,4.52,100,5,4,0,0,15,FALSE,NA,25.1,25.4,IMG_5614,94.71,Not clipped,05:05.0,158.6556,3/20/2023 17:05,-52.67762,4.045524,2.560192573,21.85524735,980236.4682,448439.2114,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,0.232823952,8.12
398,Nouragues,23-Dt-246,17/05/2023,Frog swab,Wild,D02,DT52,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18470,0,18470,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,919,20/03/2023,79,14:00,1.08,hybrid,Intermediate,On dead wood,Female,0,6.22,4.52,100,5,4,0,0,15,FALSE,NA,25.1,25.4,IMG_5614,94.71,Not clipped,05:05.0,158.6556,3/20/2023 17:05,-52.67762,4.045524,2.560192573,21.85524735,980236.4682,448439.2114,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,0.232823952,8.12
399,Nouragues,23-Dt-247,17/05/2023,Frog swab,Wild,D03,DT53,Bd,417.2502441,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20426,6099,14327,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,417.2502441,,920,20/03/2023,79,14:05,1.08,hybrid,Intermediate,Inside phytotelmata,Female,0,2.7,3.21,40,5,3,1,1,10,TRUE,"Tree trunk hole (alive), PP12",25.1,26.3,IMG_5631,96.21,"Not clipped, fungus?",23:50.0,158.2253,3/20/2023 17:23,-52.677566,4.045526,7.292896285,21.38829902,980242.478,448439.4651,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,0.961864904,8.34
400,Nouragues,23-Dt-247,17/05/2023,Frog swab,Wild,D03,DT53,RAG1,4.501143456,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,20426,78,20348,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,920,20/03/2023,79,14:05,1.08,hybrid,Intermediate,Inside phytotelmata,Female,0,2.7,3.21,40,5,3,1,1,10,TRUE,"Tree trunk hole (alive), PP12",25.1,26.3,IMG_5631,96.21,"Not clipped, fungus?",23:50.0,158.2253,3/20/2023 17:23,-52.677566,4.045526,7.292896285,21.38829902,980242.478,448439.4651,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,0.961864904,8.34
401,Nouragues,23-Dt-248,17/05/2023,Frog swab,Wild,D04,DT54,Bd,0.057144895,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20588,1,20587,0.062995397,18676,1,18675,NA,NA,NA,NA,2,No,0,,920,20/03/2023,79,14:05,1.08,hybrid,Intermediate,Inside phytotelmata,Female,0,4.21,4,40,5,3,1,1,10,TRUE,"Tree trunk hole (alive), PP12",25.1,26.3,IMG_5631,96.21,Not clipped,23:50.0,158.2253,3/20/2023 17:23,-52.677566,4.045526,7.292896285,21.38829902,980242.478,448439.4651,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,-0.294681377,6.54
402,Nouragues,23-Dt-248,17/05/2023,Frog swab,Wild,D04,DT54,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,20588,0,20588,1.575897813,18676,25,18651,NA,NA,NA,NA,2,,NA,,920,20/03/2023,79,14:05,1.08,hybrid,Intermediate,Inside phytotelmata,Female,0,4.21,4,40,5,3,1,1,10,TRUE,"Tree trunk hole (alive), PP12",25.1,26.3,IMG_5631,96.21,Not clipped,23:50.0,158.2253,3/20/2023 17:23,-52.677566,4.045526,7.292896285,21.38829902,980242.478,448439.4651,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,-0.294681377,6.54
403,Petit Matoury,23-Dt-032,17/05/2023,Frog swab,Wild,E03,DT62,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,21133,0,21133,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,371,23/01/2023,23,09:25,1.38,lightblue,Small,Leaf litter,Female,0,2.39,3.32,65,5,3,0,0,10,FALSE,NA,24.4,25.2,IMG_3505,94.27,Fungus on right side,25:22.0,76.321381,1/23/2023 12:25,-52.350616,4.895694,35.18700216,10.44056203,1016047.282,542924.3483,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-0.192358684,7.6
404,Petit Matoury,23-Dt-033,17/05/2023,Frog swab,Wild,E04,DT63,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,20710,0,20710,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,372,23/01/2023,23,09:26,1.38,lightblue,Small,Palm trunk,Female,0,2.44,3.3,65,5,3,0,0,10,FALSE,NA,24.4,25.2,IMG_3505,94.27,Climbing,39:04.0,77.652496,1/23/2023 12:39,-52.350636,4.895715,31.96641449,13.6338791,1016045.041,542926.6617,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,0.024900806,6
405,Petit Matoury,23-Dt-033,17/05/2023,Frog swab,Wild,E04,DT63,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20710,0,20710,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,372,23/01/2023,23,09:26,1.38,lightblue,Small,Palm trunk,Female,0,2.44,3.3,65,5,3,0,0,10,FALSE,NA,24.4,25.2,IMG_3505,94.27,Climbing,39:04.0,77.652496,1/23/2023 12:39,-52.350636,4.895715,31.96641449,13.6338791,1016045.041,542926.6617,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,0.024900806,6
406,Petit Matoury,23-Dt-035,17/05/2023,Frog swab,Wild,E06,DT65,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,20941,0,20941,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,385,23/01/2023,23,12:35,1.38,lightblue,Small,Under fallen log,Female,0,3.97,3.92,60,3,3,0,1,30,TRUE,Artificial pool,24.2,26.8,IMG_3530,94.63,,38:44.0,63.973358,1/23/2023 15:38,-52.349981,4.896646,4.882937666,26.9636011,1016117.183,543030.4156,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-0.691001688,7.34
407,Petit Matoury,23-Dt-036,17/05/2023,Frog swab,Wild,E07,DT66,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19139,0,19139,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,386,23/01/2023,23,12:40,1.38,lightblue,Small,Under fallen log,Female,0,3.27,3.46,70,10,2,0,1,30,FALSE,NA,24.2,26.8,IMG_3530,94.63,,58:48.0,72.919067,1/23/2023 15:58,-52.349965,4.896706,11.20119681,33.42919753,1016118.917,543037.082,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,0.670029722,8.02
408,Petit Matoury,23-Dt-036,17/05/2023,Frog swab,Wild,E07,DT66,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,19139,0,19139,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,386,23/01/2023,23,12:40,1.38,lightblue,Small,Under fallen log,Female,0,3.27,3.46,70,10,2,0,1,30,FALSE,NA,24.2,26.8,IMG_3530,94.63,,58:48.0,72.919067,1/23/2023 15:58,-52.349965,4.896706,11.20119681,33.42919753,1016118.917,543037.082,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,0.670029722,8.02
409,Petit Matoury,23-Dt-037,27/07/2023,Frog swab,Wild,D02,DT86,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19815,0,19815,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,387,23/01/2023,23,13:30,1.38,lightblue,Small,Under fallen log,Female,0,2,2.76,80,20,4,0,1,50,FALSE,NA,24.2,26.7,IMG_3530,94.63,,13:39.0,74.570465,1/23/2023 16:13,-52.349859,4.896675,14.11733271,23.95614144,1016130.731,543033.7259,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,3.049416965,12.82
410,Petit Matoury,23-Dt-034,17/05/2023,Frog swab,Wild,E05,DT64,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19435,0,19435,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,383,23/01/2023,23,12:20,1.38,lightblue,Small,Tree root,Male,1,2.9,3.6,90,25,3,1,0,20,FALSE,NA,24.4,26.5,IMG_3529,96.19,,22:16.0,60.199677,1/23/2023 15:22,-52.349906,4.896651,8.312566694,26.42519881,1016125.522,543031.028,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-0.68828445,6.5
411,Petit Matoury,23-Dt-034,17/05/2023,Frog swab,Wild,E05,DT64,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,19435,0,19435,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,383,23/01/2023,23,12:20,1.38,lightblue,Small,Tree root,Male,1,2.9,3.6,90,25,3,1,0,20,FALSE,NA,24.4,26.5,IMG_3529,96.19,,22:16.0,60.199677,1/23/2023 15:22,-52.349906,4.896651,8.312566694,26.42519881,1016125.522,543031.028,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-0.68828445,6.5
412,Petit Matoury,23-Dt-032,17/05/2023,Frog swab,Wild,E03,DT62,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,21133,0,21133,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,371,23/01/2023,23,09:25,1.38,lightblue,Small,Leaf litter,Female,0,2.39,3.32,65,5,3,0,0,10,FALSE,NA,24.4,25.2,IMG_3505,94.27,Fungus on right side,25:22.0,76.321381,1/23/2023 12:25,-52.350616,4.895694,35.18700216,10.44056203,1016047.282,542924.3483,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-0.192358684,7.6
413,Petit Matoury,23-Dt-052,27/07/2023,Frog swab,Wild,F04,DT109,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18517,0,18517,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,450,28/01/2023,28,09:05,1.38,lightblue,Small,Under fallen log,Female,0,2,3.22,90,40,4,0,1,40,FALSE,NA,24.4,25.2,IMG_3715,96.32,,05:30.0,70.498947,1/28/2023 12:05,-52.350574,4.895517,53.5102475,11.17032802,1016052.09,542904.7514,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-0.503942738,too low
414,Petit Matoury,23-Dt-053,27/07/2023,Frog swab,Wild,G04,DT110,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20310,0,20310,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,452,28/01/2023,28,10:39,1.38,lightblue,Small,Inside artificial phytotelmata,Male,1,2.63,3.64,100,3,4,0,0,20,TRUE,artificial phyto,23.7,23.9,IMG_3719,94.83,,39:40.0,87.642036,1/28/2023 13:39,-52.350669,4.896312,2.494377286,15.26699794,1016040.911,542992.8436,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-1.263414556,too low
415,Petit Matoury,23-Dt-053,27/07/2023,Frog swab,Wild,G04,DT110,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,20310,0,20310,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,452,28/01/2023,28,10:39,1.38,lightblue,Small,Inside artificial phytotelmata,Male,1,2.63,3.64,100,3,4,0,0,20,TRUE,artificial phyto,23.7,23.9,IMG_3719,94.83,,39:40.0,87.642036,1/28/2023 13:39,-52.350669,4.896312,2.494377286,15.26699794,1016040.911,542992.8436,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-1.263414556,too low
416,Petit Matoury,23-Dt-054,27/07/2023,Frog swab,Wild,H04,DT111,RAG1,0.479926229,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,17163,7,17156,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,453,28/01/2023,28,11:00,1.38,lightblue,Small,"On soil, next to fallen tree",Male,1,2.26,3.23,40,35,4,0,1,45,FALSE,NA,24.5,24.5,IMG_3722,94.83,,00:40.0,76.949867,1/28/2023 14:00,-52.350936,4.89662,4.495061139,4.04465533,1016010.974,543026.7947,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,0.038283122,too low
417,Petit Matoury,23-Dt-035,17/05/2023,Frog swab,Wild,E06,DT65,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20941,0,20941,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,385,23/01/2023,23,12:35,1.38,lightblue,Small,Under fallen log,Female,0,3.97,3.92,60,3,3,0,1,30,TRUE,Artificial pool,24.2,26.8,IMG_3530,94.63,,38:44.0,63.973358,1/23/2023 15:38,-52.349981,4.896646,4.882937666,26.9636011,1016117.183,543030.4156,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-0.691001688,7.34
418,Petit Matoury,23-Dt-055,27/07/2023,Frog swab,Wild,A05,DT112,Bd,0.241823345,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19462,4,19458,0,17350,0,17350,0.492408991,16728,7,16721,3,Yes,0.367116168,,454,28/01/2023,28,11:27,1.38,lightblue,Small,Under fallen log,Female,0,2.87,3.44,60,1,2,2,1,15,FALSE,NA,23.7,24.2,IMG_3730,97.1,Deformation right hand,27:58.0,82.332191,1/28/2023 14:27,-52.350715,4.89703,11.43069403,18.6605013,1016035.241,543072.4344,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,0.070421615,too low
419,Petit Matoury,23-Dt-056,27/07/2023,Frog swab,Wild,B05,DT113,Bd,0.059055321,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19922,1,19921,0,17216,0,17216,NA,NA,NA,NA,2,No,0,,455,28/01/2023,28,12:40,1.38,lightblue,Small,Under palm bract,Male,1,3.1,3.69,90,2,3,0,0,45,FALSE,NA,24.5,25,IMG_3734,94.39,,46:53.0,87.699806,1/28/2023 15:46,-52.350621,4.896193,13.51322707,12.03929261,1016046.341,542979.6836,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-0.796083476,5.1
420,Petit Matoury,23-Dt-056,27/07/2023,Frog swab,Wild,B05,DT113,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,19922,0,19922,0.205025509,17216,3,17213,NA,NA,NA,NA,2,,NA,,455,28/01/2023,28,12:40,1.38,lightblue,Small,Under palm bract,Male,1,3.1,3.69,90,2,3,0,0,45,FALSE,NA,24.5,25,IMG_3734,94.39,,46:53.0,87.699806,1/28/2023 15:46,-52.350621,4.896193,13.51322707,12.03929261,1016046.341,542979.6836,17735,18,2111,35.18333333,51,41,2.47,44868,4,31.51014328,-0.796083476,5.1
