field_1,Site,Sample_ID,Date_ddPCR,Sample.type,State,Well,Lab_ID,Target,Concentrat,Status,Experiment,Supermix,DyeName.s.,Accepted_D,Positives.,Negatives.,Concentr_1,Accepted_1,Positive_1,Negative_1,Concentr_2,Accepted_2,Positive_2,Negative_2,freq,Infected,Bd.load_co,Comments.x,GPS,Collection,DOY,Time,Hg_mean,Coloration,Size,Frog_posit,Sex,Male,Weight,SVL,leaf_litte,ground_veg,small_trun,large_trun,fallen_tre,woody,phyto,Type_phyto,Microhab_t,Ambient_te,canopy_ID,canopy_cov,Comments.y,DateTimeS,Elevation,DateTime,Lon,Lat,dist_to_ph,dist_to_tr,coords.x1,coords.x2,distance.y,dist_km,min_spent,hrs_spent,frogs_obse,ind_obs,ind_per_km,Area_m,Area_ha,HFI,SMI.rob,scaled_SMI.rob,DNA_ng.ml
129,Mont Fortune,23-Dt-157,01/08/2023,Frog swab,Wild,G11,DT261,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17159,0,17159,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,705,18/02/2023,49,14:48,0.77,lightblue,Small,Under fallen log,Female,0,4.16,3.97,20,1,1,0,1,75,FALSE,NA,24.4,26,IMG_4599,82.89,,48:46.0,89.4927,2/18/2023 17:48,-52.35131,4.883496,29.13305523,19.30045998,1015979.461,541571.0537,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.591737864,-0.440686386,too low
130,Mont Fortune,23-Dt-158,01/08/2023,Frog swab,Wild,H11,DT262,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18329,0,18329,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,707,20/02/2023,51,10:03,0.77,lightblue,Small,Tree roots,Female,0,4.26,3.84,100,5,1,1,0,3,FALSE,NA,24.5,23.8,IMG_4623,93.17,,05:45.0,85.0827,2/20/2023 13:05,-52.350129,4.88279,28.39059151,34.79798058,1016111.374,541493.6677,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.666153463,0.306990661,too low
131,Mont Fortune,23-Dt-159,01/08/2023,Frog swab,Wild,A12,DT263,Bd,0.416155159,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,16965,6,16959,0.704346836,16708,10,16698,NA,NA,NA,NA,2,Yes,0.560250998,,708,20/02/2023,51,10:15,0.77,lightblue,Small,Tree roots,Male,1,2.95,3.55,100,3,0,1,0,0,FALSE,NA,24.2,23.8,IMG_4623,93.17,,32:25.0,87.4227,2/20/2023 13:32,-52.350102,4.882587,9.77702943,39.2394905,1016114.533,541471.1757,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.576753866,-0.00247072,too low
132,Mont Fortune,23-Dt-160,01/08/2023,Frog swab,Wild,B12,DT264,Bd,57.78133392,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,16671,799,15872,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,57.78133392,,711,20/02/2023,51,12:20,0.77,lightblue,Small,Tree roots,Female,0,3.67,3.72,95,5,0,1,0,0,FALSE,NA,23.9,23.6,IMG_4630,97.05,,17:07.0,103.0021,2/20/2023 15:17,-52.350181,4.882396,25.44676059,31.60187688,1016105.892,541449.9329,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.628131825,0.177009056,6.98
133,Mont Fortune,23-Dt-161,03/08/2023,Frog swab,Wild,D02,DT282,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,15881,0,15881,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,710,20/02/2023,51,11:50,0.77,lightblue,Small,Under roots of fallen tree,Female,0,4.2,3.8,100,15,2,0,1,65,FALSE,NA,23.8,23.5,IMG_4629,96.85,,51:54.0,120.3048,2/20/2023 14:51,-52.350188,4.880887,10.86448811,21.64458611,1016106.272,541282.5791,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.676627223,0.44897917,too low
134,Mont Fortune,23-Dt-162,03/08/2023,Frog swab,Wild,E02,DT283,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17068,0,17068,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,713,21/02/2023,52,08:42,0.77,lightblue,Small,Tree roots,Female,0,4.06,3.77,85,3,2,1,0,3,FALSE,NA,23.1,23.9,IMG_4640,94.74,,42:34.0,68.5837,2/21/2023 11:42,-52.351595,4.883494,57.99102487,48.72679561,1015947.76,541570.6125,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.668986721,0.433117813,too low
135,Mont Fortune,23-Dt-163,03/08/2023,Frog swab,Wild,F02,DT284,Bd,0.065833107,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17871,1,17870,0,20211,0,20211,NA,NA,NA,NA,2,No,0,,714,21/02/2023,52,09:03,0.77,lightblue,Small,Under fallen log,Female,0,3.94,3.8,95,15,0,1,1,20,FALSE,NA,23.7,23.7,IMG_4643,91.1,,04:47.0,58.4814,2/21/2023 12:04,-52.351923,4.883918,44.21263993,20.14176394,1015910.949,541617.3815,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.634740776,0.115461861,too low
136,Mont Fortune,23-Dt-164,03/08/2023,Frog swab,Wild,G02,DT285,Bd,0.539824605,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,15259,7,15252,0,19966,0,19966,NA,NA,NA,NA,2,No,0,,715,21/02/2023,52,09:15,0.77,lightblue,Small,Under dead wood,Male,1,3.11,3.5,60,5,1,0,1,60,FALSE,NA,23.7,23.7,IMG_4648,95.35,,16:49.0,65.9001,2/21/2023 12:16,-52.351985,4.883889,37.96629526,15.74856105,1015904.075,541614.1176,32542,33,3078,51.3,50,43,1.27,80500,8,25.24464989,0.633069744,0.561650003,too low
137,Mont Fortune,23-Dt-165,03/08/2023,Frog swab,Wild,H02,DT286,Bd,387.6362305,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,16786,4712,12074,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,387.6362305,,716,21/02/2023,52,09:50,0.77,lightblue,Small,Leaf litter,Juvenile,NA,0.41,1.92,100,3,3,0,1,15,FALSE,NA,23.4,23.1,IMG_4649,95.22,,53:41.0,83.9848,2/21/2023 12:53,-52.351982,4.883452,22.87386112,32.71702126,1015904.744,541565.6567,32542,33,3078,51.3,50,43,1.27,80500,8,25.24464989,0.460481719,NA,too low
138,Mont Fortune,23-Dt-166,03/08/2023,Frog swab,Wild,A03,DT287,Bd,0.067340411,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17471,1,17470,0.061882049,19012,1,19011,NA,NA,NA,NA,2,No,0,,717,21/02/2023,52,10:10,0.77,lightblue,Small,Under dead wood,Male,1,2.73,3.49,100,1,4,1,1,70,FALSE,NA,23.5,23.2,IMG_4652,96.09,,11:25.0,91.5546,2/21/2023 13:11,-52.351735,4.88312,68.39360846,42.77823636,1015932.474,541529.0281,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.560258398,-0.056155439,too low
139,Mont Fortune,23-Dt-167,03/08/2023,Frog swab,Wild,B03,DT288,Bd,0.123481557,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19056,2,19054,0,19950,0,19950,NA,NA,NA,NA,2,No,0,,718,21/02/2023,52,10:49,0.77,lightblue,Small,Tree roots,Female,0,3.65,3.76,100,3,0,1,0,20,FALSE,NA,23.3,23,IMG_4657,95.86,,49:35.0,89.1791,2/21/2023 13:49,-52.350335,4.882529,32.16450563,22.98533239,1016088.659,541464.5641,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.605989937,-0.05899503,too low
140,Mont Fortune,23-Dt-168,03/08/2023,Frog swab,Wild,C03,DT289,Bd,60.40345764,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,16964,849,16115,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,60.40345764,,720,22/02/2023,53,10:30,0.77,lightblue,Small,Under dead wood,Female,0,1.18,3.13,100,7,3,1,1,25,FALSE,NA,23.6,23.6,IMG_4680,95.46,,38:37.0,95.3148,2/22/2023 13:38,-52.350347,4.882726,10.65180388,9.582003652,1016087.173,541486.4022,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.234438954,-1.710105036,too low
141,Mont Fortune,23-Dt-169,03/08/2023,Frog swab,Wild,D03,DT290,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,16834,0,16834,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,721,22/02/2023,53,10:45,0.77,lightblue,Small,Under woody structure,Female,0,3.47,3.54,75,1,6,0,0,35,FALSE,NA,23.5,23.5,IMG_4684,97,,48:56.0,88.3814,2/22/2023 13:48,-52.350207,4.882578,21.03037169,29.1083578,1016102.86,541470.0968,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.683884372,0.93194427,too low
142,Mont Fortune,23-Dt-170,03/08/2023,Frog swab,Wild,E03,DT291,Bd,15.18758488,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,15047,193,14854,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,15.18758488,,723,22/02/2023,53,12:15,0.77,lightblue,Small,Climbing tree trunk,Female,0,4,4.15,80,5,2,1,0,5,FALSE,NA,24.2,24.2,IMG_4688,92.9,,15:28.0,99.2961,2/22/2023 15:15,-52.351215,4.883065,33.90225445,9.682533945,1015990.359,541523.3289,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.501555305,-1.301358346,too low
143,Mont Fortune,23-Dt-171,03/08/2023,Frog swab,Wild,F03,DT292,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,16204,0,16204,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,731,22/02/2023,53,13:50,0.77,lightblue,Small,Tree roots,Female,0,3.3,3.79,90,5,3,1,0,40,FALSE,NA,24,24,IMG_4699,92.65,,54:51.0,127.3241,2/22/2023 16:54,-52.350694,4.881461,19.78302646,72.17709558,1016049.545,541345.8463,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.53563539,-0.661718235,too low
144,Mont Fortune,23-Dt-172,03/08/2023,Frog swab,Wild,G03,DT293,Bd,6.673793316,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,16264,92,16172,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,6.673793316,,722,22/02/2023,53,11:45,0.77,lightblue,Small,Under dead wood,Male,1,2.5,3.68,90,3,1,1,1,70,FALSE,NA,23.5,23.5,IMG_4687,94.11,,44:13.0,108.0587,2/22/2023 14:44,-52.350288,4.881593,8.48418751,35.00218641,1016094.606,541360.7977,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.441244968,-1.303581993,too low
145,Mont Fortune,23-Dt-173,03/08/2023,Frog swab,Wild,H03,DT294,Bd,20.13950348,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17852,303,17549,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,20.13950348,,733,23/02/2023,54,11:30,0.77,lightblue,Small,Climbing tree trunk,Male,1,2.37,3.4,75,12,4,1,0,20,FALSE,NA,24.4,24.5,IMG_4707,96.68,,30:49.0,112.2131,2/23/2023 14:30,-52.350125,4.881372,8.071329661,24.7632597,1016112.907,541336.4142,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.523900267,-0.244700495,too low
146,Mont Fortune,23-Dt-174,03/08/2023,Frog swab,Wild,A04,DT295,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,16979,0,16979,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,734,23/02/2023,54,11:45,0.77,lightblue,Small,Tree roots,Juvenile,NA,0.28,1.55,95,10,1,1,0,0,FALSE,NA,24.8,24.8,IMG_4712,96.87,,48:51.0,102.4687,2/23/2023 14:48,-52.350274,4.882437,31.38015689,35.20023734,1016095.515,541454.4082,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.578140593,NA,too low
147,Mont Fortune,23-Dt-145,01/08/2023,Frog swab,Wild,G08,DT237,Bd,1.74769628,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19536,29,19507,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,1.74769628,,646,15/02/2023,46,12:50,0.77,lightblue,Small,Tree roots,Male,1,2.58,3.35,100,3,3,1,0,25,TRUE,Tree root structure,25.1,26.4,IMG_4479,95.5,,51:17.0,109.8783,2/15/2023 15:51,-52.349847,4.881865,5.160619796,40.29056406,1016143.453,541391.3021,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.594869174,0.475570943,too low
148,Mont Fortune,23-Dt-146,01/08/2023,Frog swab,Wild,H08,DT238,Bd,0.058993135,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19943,1,19942,0,19701,0,19701,NA,NA,NA,NA,2,No,0,,647,15/02/2023,46,14:05,0.77,lightblue,Small,Under fallen log,Male,1,2.87,3.46,80,25,1,0,1,35,FALSE,NA,25.9,26.7,IMG_4480,94.83,,02:39.0,55.6554,2/15/2023 17:02,-52.350782,4.883509,34.85417396,17.78760345,1016038.184,541572.902,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.603632188,0.370227805,too low
149,Mont Fortune,23-Dt-147,01/08/2023,Frog swab,Wild,A09,DT239,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,16707,0,16707,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,648,15/02/2023,46,14:50,0.77,lightblue,Small,Under fallen log,Male,1,2.69,3.02,80,3,4,0,1,35,FALSE,NA,24,25.9,IMG_4485,95.61,,51:34.0,105.4131,2/15/2023 17:51,-52.35045,4.882059,58.77637906,31.53272728,1016076.228,541412.3525,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.833032321,3.524865942,too low
150,Mont Fortune,23-Dt-197,01/08/2023,Frog swab,Wild,G01,DT181,Bd,1451.674805,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17352,12300,5052,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,1451.674805,,825,16/03/2023,75,11:26,0.77,lightblue,Small,Under fallen log,Female,0,2.26,3.36,70,22,4,0,1,20,FALSE,NA,25.1,25.5,IMG_5233,94.72,,28:47.0,112.0134,3/16/2023 14:28,-52.350196,4.881411,2.661668852,30.38538688,1016104.98,541340.6847,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.516687726,-0.250839837,2.04
151,Mont Fortune,23-Dt-198,01/08/2023,Frog swab,Wild,H01,DT182,Bd,0.064985812,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18104,1,18103,0.208341658,16942,3,16939,0.06910862,17024,1,17023,3,No,0,,826,16/03/2023,75,11:55,0.77,lightblue,Small,On top of fallen log,Male,1,2.69,3.35,90,5,2,0,1,15,FALSE,NA,25,25.6,IMG_5234,97.83,,56:10.0,100.1368,3/16/2023 14:56,-52.349856,4.881523,20.52789401,9.497650997,1016142.714,541353.3673,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.620231813,0.706408035,too low
152,Mont Fortune,23-Dt-195,27/07/2023,Frog swab,Wild,F11,DT167,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17448,0,17448,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,822,16/03/2023,75,09:40,0.77,lightblue,Small,Under fallen log,Female,0,3.91,3.78,95,1,3,0,1,15,FALSE,NA,24.8,26.6,IMG_5226,96.81,,44:26.0,101.5662,3/16/2023 12:44,-52.350352,4.881631,10.14169568,33.50005132,1016087.458,541364.9626,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.639434152,0.181413484,3.94
153,Mont Fortune,23-Dt-196,01/08/2023,Frog swab,Wild,F01,DT180,Bd,0.507318079,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18556,8,18548,0.770620406,19853,13,19840,NA,NA,NA,NA,2,Yes,0.638969243,,823,16/03/2023,75,09:55,0.77,lightblue,Small,Under fallen log,Female,0,3.17,3.6,80,2,1,0,1,35,FALSE,NA,25.2,25.5,IMG_5229,95.01,,58:59.0,111.846,3/16/2023 12:58,-52.350462,4.881473,9.581806892,54.74933026,1016075.343,541347.3557,32542,33,3078,51.3,50,43,1.27,80500,8,30.54247284,0.595593802,0.083701781,too low
154,Nouragues,23-Dt-199,01/08/2023,Frog swab,Wild,A02,DT183,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18572,0,18572,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,827,17/03/2023,76,16:55,1.08,hybrid,Intermediate,"Leaf litter, next to fallen log",Female,0,5.77,4.39,100,3,1,0,1,35,FALSE,NA,25.3,27.1,IMG_5254,95.96,,07:50.0,138.0912,3/17/2023 20:07,-52.673769,4.046898,18.41787986,23.87869174,980664.3307,448593.8067,25917,26,2243,37.38333333,77,69,2.47,95055,10,1.047136903,0.616571475,0.258637279,too low
155,Nouragues,23-Dt-200,01/08/2023,Frog swab,Wild,D03,DT194,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,14861,0,14861,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,828,17/03/2023,76,17:15,1.08,hybrid,Intermediate,Leaf litter,Male,1,3.76,3.98,100,4,2,0,0,0,FALSE,NA,25.5,27.2,IMG_5260,93.39,,23:24.0,147.2953,3/17/2023 20:23,-52.673789,4.047118,9.095992887,14.38179344,980661.9742,448618.1819,25917,26,2243,37.38333333,77,69,2.47,95055,10,1.047136903,0.531026421,-1.06074793,5.66
156,Nouragues,23-Dt-201,01/08/2023,Frog swab,Wild,E03,DT195,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,13644,0,13644,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,829,17/03/2023,76,17:25,1.08,hybrid,Intermediate,Inside phytotelmata,Male,1,3.91,3.77,95,25,0,1,1,15,TRUE,Tree trunk hole (alive),24.9,26.5,IMG_5263,96.22,Phyto PP?CHECK,25:45.0,148.1241,3/17/2023 20:25,-52.673884,4.047057,4.649357536,21.46676499,980651.4353,448611.3636,25917,26,2243,37.38333333,77,69,2.47,95055,10,1.047136903,0.644270462,0.418019283,5.04
157,Nouragues,23-Dt-202,01/08/2023,Frog swab,Wild,F03,DT196,Bd,39.91640091,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,13849,462,13387,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,39.91640091,,830,17/03/2023,76,17:45,1.08,hybrid,Intermediate,Inside phytotelmata,Male,1,5.43,4.4,90,5,5,1,1,10,TRUE,Tree trunk hole (alive),25.3,26.6,IMG_5264,94.68,Phyto PP6,51:46.0,151.8798,3/17/2023 20:51,-52.673955,4.047845,0.55574874,59.57125601,980643.0655,448698.6715,25917,26,2243,37.38333333,77,69,2.47,95055,10,1.047136903,0.576496516,-0.299305867,5.32
158,Nouragues,23-Dt-203,01/08/2023,Frog swab,Wild,G03,DT197,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17337,0,17337,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,839,18/03/2023,77,08:23,1.08,hybrid,Intermediate,Leaf litter,Female,0,6.18,4.48,100,25,0,1,0,40,FALSE,NA,22.8,23.5,IMG_5297,93.34,,33:31.0,130.7031,3/18/2023 11:33,-52.677929,4.046023,48.01621304,42.74797467,980201.7769,448494.342,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,0.623342266,0.383310389,5.02
159,Nouragues,23-Dt-204,01/08/2023,Frog swab,Wild,H03,DT198,Bd,192.4653473,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17712,2673,15039,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,192.4653473,,841,18/03/2023,77,08:42,1.08,hybrid,Intermediate,"Leaf litter, next to tree",Male,1,4.03,4.05,95,5,2,2,0,3,FALSE,NA,21.5,21.2,IMG_5300,96.89,,44:04.0,134.7166,3/18/2023 11:44,-52.677596,4.046106,67.04311058,43.02776894,980238.7957,448503.7402,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,0.54162078,-0.892922062,too low
160,Nouragues,23-Dt-205,01/08/2023,Frog swab,Wild,A04,DT199,Bd,99.36274719,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18706,1515,17191,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,99.36274719,,843,18/03/2023,77,09:00,1.08,hybrid,Intermediate,Leaf litter,Female,0,5.05,4,100,3,0,0,0,60,FALSE,NA,22.7,22.4,IMG_5305,92.18,,02:52.0,134.5622,3/18/2023 12:02,-52.67744,4.045626,24.94505928,19.09280596,980256.4446,448450.6249,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,1.174319293,1.317179659,5.12
161,Nouragues,23-Dt-206,01/08/2023,Frog swab,Wild,B04,DT200,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18565,0,18565,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,845,18/03/2023,77,09:23,1.08,hybrid,Intermediate,Tree base,Female,0,6.46,4.72,95,3,0,1,0,2,FALSE,NA,23.9,23.7,IMG_5314,94.58,,27:26.0,147.2928,3/18/2023 12:27,-52.677036,4.046652,85.11925607,13.9890054,980300.8093,448564.5967,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,0.561699603,-0.412951336,11.06
162,Nouragues,23-Dt-207,01/08/2023,Frog swab,Wild,C04,DT201,Bd,0.05817632,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20223,1,20222,0,17879,0,17879,NA,NA,NA,NA,2,No,0,,846,18/03/2023,77,09:46,1.08,hybrid,Intermediate,Leaf litter,Female,0,6.47,4.31,100,10,3,1,0,20,FALSE,NA,25.5,23.9,IMG_5319,95.04,,43:58.0,152.8202,3/18/2023 12:43,-52.676813,4.046548,58.11324802,20.75048566,980325.694,448553.2008,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,0.728502766,1.794092717,12.34
163,Nouragues,23-Dt-208,01/08/2023,Frog swab,Wild,D04,DT202,Bd,0.121768937,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19324,3,19322,0.278191209,16918,4,16914,NA,NA,NA,NA,2,Yes,0.199980073,,848,18/03/2023,77,09:59,1.08,hybrid,Intermediate,Leaf litter,Female,0,6.96,4.67,90,45,4,0,1,15,FALSE,NA,23.6,25.2,IMG_5328,95.04,,00:24.0,154.3589,3/18/2023 13:00,-52.676545,4.046567,40.25100718,9.42977396,980355.5152,448555.4661,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,0.623787606,0.451094518,11.68
164,Nouragues,23-Dt-209,01/08/2023,Frog swab,Wild,E04,DT203,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19099,0,19099,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,852,18/03/2023,77,10:29,1.08,hybrid,Intermediate,Leaf litter,Female,0,5.53,4.43,97,15,1,0,0,25,FALSE,NA,24.1,25.1,IMG_5337,94.73,,32:50.0,155.9806,3/18/2023 13:32,-52.675335,4.046938,74.85224262,51.98618505,980489.9872,448597.3102,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,0.575874548,-0.298779324,11.4
165,Nouragues,23-Dt-210,01/08/2023,Frog swab,Wild,F04,DT204,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19281,0,19281,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,854,18/03/2023,77,10:39,1.08,hybrid,Intermediate,Leaf litter,Male,1,3.68,3.89,80,18,2,0,0,17,FALSE,NA,23.9,25.8,IMG_5340,93.77,Clipped,41:23.0,159.1298,3/18/2023 13:41,-52.674992,4.047277,33.54229803,5.304061916,980527.9677,448635.0922,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,0.55466573,-0.764598853,11.68
166,Nouragues,23-Dt-211,01/08/2023,Frog swab,Wild,E09,DT243,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19343,0,19343,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,859,18/03/2023,77,11:20,1.08,hybrid,Intermediate,Inside phytotelmata,Male,1,3.54,3.66,95,6,5,1,1,10,TRUE,Tree trunk hole (alive),24.3,26.4,IMG_5352,95.04,"Not clipped, phyto PP6",23:36.0,162.4427,3/18/2023 14:23,-52.67392,4.04779,7.296953737,59.83898136,980646.9941,448692.5955,25917,26,2243,37.38333333,77,69,2.47,95055,10,1.047136903,0.634563468,0.242480458,too low
167,Nouragues,23-Dt-212,01/08/2023,Frog swab,Wild,F09,DT244,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19576,0,19576,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,861,18/03/2023,77,12:13,1.08,hybrid,Intermediate,Inside phytotelmata,Female,0,6.88,4.84,90,5,3,0,0,8,TRUE,Tree trunk hole (alive),23.7,26.6,IMG_5357,96.07,PP17,15:54.0,173.6482,3/18/2023 15:15,-52.674487,4.047645,0.677037778,14.79326622,980583.9642,448676.1852,25917,26,2243,37.38333333,77,69,2.47,95055,10,1.047136903,0.556988207,-0.446265507,too low
168,Nouragues,23-Dt-213,01/08/2023,Frog swab,Wild,G09,DT245,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20911,0,20911,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,867,18/03/2023,77,13:15,1.08,hybrid,Intermediate,Inside hollow fallen log,Female,0,4.81,4.05,95,15,2,0,1,5,FALSE,NA,24.1,27.6,IMG_5367,92.63,Not clipped,24:38.0,142.8251,3/18/2023 16:24,-52.67618,4.047008,88.55800096,28.01996149,980395.8844,448604.5677,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,0.646450608,0.554868903,too low
169,Nouragues,23-Dt-214,01/08/2023,Frog swab,Wild,H09,DT246,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19325,0,19325,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,869,18/03/2023,77,13:55,1.08,hybrid,Intermediate,Inside hollow fallen log,Male,1,4.55,4.09,90,18,3,0,1,20,FALSE,NA,23.6,28.1,IMG_5372,96.98,Not clipped,56:47.0,168.5929,3/18/2023 16:56,-52.677239,4.046457,97.36044039,16.36956301,980278.3276,448542.8605,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,0.594649091,-0.14694689,15.38
170,Nouragues,23-Dt-215,01/08/2023,Frog swab,Wild,A10,DT247,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19970,0,19970,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,874,18/03/2023,77,15:15,1.08,hybrid,Intermediate,Under fallen log,Female,0,6.18,4.42,95,10,4,1,1,10,FALSE,NA,25.5,28.1,IMG_5381,93.99,"Clipped, together with 23-Dt-216",16:48.0,158.8251,3/18/2023 18:16,-52.678274,4.046471,43.07769979,24.59933247,980163.1084,448543.7979,25917,26,2243,37.38333333,77,69,2.47,95055,10,0.602765083,0.647713472,0.705024921,too low
